q1,q2
Q043106,Q265743
Q317009,Q039917
Q541032,Q562508
Q187830,Q006663
Q195085,Q166699
Q024145,Q360926
Q208004,Q701880
Q069241,Q515684
Q659640,Q569080
Q013553,Q190520
Q153588,Q414887
Q708147,Q216696
Q295869,Q139664
Q540823,Q505427
Q688426,Q323227
Q579665,Q706475
Q698926,Q469496
Q668070,Q607714
Q303944,Q723203
Q037701,Q725748
Q661564,Q626448
Q183354,Q403089
Q725967,Q724751
Q439977,Q101805
Q388208,Q447616
Q344405,Q043412
Q451008,Q284124
Q714330,Q609344
Q479371,Q533276
Q303631,Q057617
Q496253,Q007641
Q624317,Q255386
Q547028,Q529423
Q073298,Q641225
Q133504,Q139416
Q263077,Q280714
Q708147,Q597779
Q662974,Q188770
Q686544,Q484769
Q289235,Q131448
Q495170,Q411785
Q215247,Q653165
Q062840,Q411863
Q053231,Q535194
Q519272,Q698022
Q463593,Q449048
Q421163,Q704964
Q693815,Q154226
Q097393,Q238911
Q037669,Q439613
Q563441,Q246138
Q606773,Q566569
Q429613,Q329120
Q253759,Q084032
Q669048,Q160432
Q508831,Q078940
Q145452,Q631623
Q175722,Q094629
Q302874,Q651878
Q215369,Q636895
Q341344,Q540503
Q565472,Q268920
Q273647,Q656971
Q436359,Q600399
Q675074,Q314752
Q704359,Q138272
Q392048,Q023241
Q602349,Q681185
Q594638,Q140677
Q336535,Q669574
Q307177,Q591424
Q477010,Q475268
Q291005,Q417783
Q346122,Q256044
Q315446,Q499189
Q030378,Q165794
Q150783,Q455156
Q566721,Q712593
Q166693,Q684695
Q300481,Q408959
Q620122,Q135955
Q427757,Q483829
Q397873,Q148605
Q336710,Q039903
Q303276,Q347520
Q657388,Q335177
Q637663,Q029484
Q074582,Q409976
Q206579,Q353646
Q538000,Q685478
Q311297,Q548107
Q186658,Q206864
Q104682,Q623335
Q493240,Q033254
Q529978,Q664086
Q212816,Q340807
Q678920,Q347626
Q409520,Q554323
Q600519,Q717731
Q037703,Q135455
Q006114,Q538289
Q711713,Q112631
Q307406,Q070570
Q096447,Q322353
Q271910,Q515302
Q210752,Q216733
Q365893,Q179929
Q608559,Q076431
Q556729,Q215305
Q412265,Q712948
Q289613,Q437555
Q587633,Q503379
Q064810,Q096127
Q200931,Q681749
Q533750,Q286238
Q317884,Q195085
Q055503,Q342568
Q634971,Q538411
Q041585,Q226623
Q390884,Q530774
Q112570,Q672565
Q271555,Q415512
Q312672,Q562585
Q185274,Q177876
Q121646,Q381444
Q654376,Q166699
Q252659,Q187095
Q084965,Q526153
Q246560,Q438121
Q474368,Q116323
Q438949,Q318816
Q175399,Q618195
Q548255,Q679110
Q501875,Q505427
Q268002,Q222867
Q360926,Q670307
Q177487,Q433246
Q452334,Q617204
Q322934,Q238713
Q286532,Q155425
Q412265,Q234076
Q583103,Q009449
Q354445,Q599973
Q123496,Q006950
Q458540,Q483829
Q622486,Q280673
Q601162,Q256291
Q256291,Q289823
Q263990,Q722657
Q046074,Q225870
Q111613,Q096686
Q409679,Q685503
Q553627,Q722050
Q245873,Q696408
Q606688,Q139416
Q161760,Q082643
Q340374,Q089422
Q146133,Q191271
Q454119,Q467256
Q194663,Q411095
Q038340,Q037827
Q479959,Q234003
Q068402,Q217342
Q719899,Q251840
Q110044,Q657797
Q234003,Q261696
Q719590,Q396793
Q195487,Q143846
Q317233,Q555488
Q367749,Q616603
Q527798,Q289402
Q024857,Q152869
Q592759,Q499749
Q077947,Q501120
Q086568,Q538685
Q310210,Q702506
Q130593,Q726671
Q349814,Q080014
Q332795,Q660956
Q051543,Q452536
Q722657,Q199522
Q702252,Q284906
Q407638,Q604285
Q098300,Q537849
Q253546,Q501525
Q326787,Q487339
Q621760,Q284008
Q147632,Q285456
Q384197,Q509785
Q392678,Q543165
Q094693,Q160215
Q022573,Q701997
Q320647,Q148273
Q549237,Q717596
Q464492,Q176697
Q223382,Q665030
Q022777,Q285455
Q423859,Q569974
Q504996,Q380756
Q117055,Q721817
Q649400,Q190519
Q273197,Q704436
Q669849,Q376471
Q248958,Q500190
Q567158,Q559200
Q338859,Q629135
Q389670,Q359687
Q189183,Q566402
Q292273,Q632723
Q206864,Q655557
Q576033,Q726258
Q086687,Q569535
Q205373,Q401545
Q213983,Q589805
Q372922,Q167355
Q284509,Q588639
Q015814,Q339236
Q562936,Q576499
Q042224,Q330095
Q340904,Q111606
Q150114,Q352559
Q180517,Q368249
Q375421,Q181375
Q411085,Q597915
Q474852,Q408976
Q064174,Q273961
Q436762,Q271238
Q611093,Q048004
Q204902,Q148967
Q069099,Q688426
Q482532,Q653825
Q046433,Q242759
Q353341,Q334909
Q716071,Q019989
Q351458,Q188103
Q037800,Q477022
Q349913,Q289464
Q601519,Q259835
Q547811,Q623568
Q457191,Q087726
Q052728,Q622969
Q528993,Q445955
Q148945,Q056822
Q257361,Q655462
Q436925,Q392826
Q042691,Q132351
Q024174,Q215109
Q008067,Q285327
Q071568,Q219056
Q050678,Q059457
Q386947,Q249386
Q582903,Q637669
Q017752,Q064943
Q478777,Q148174
Q634970,Q495161
Q049682,Q184100
Q636886,Q246294
Q538968,Q655644
Q495784,Q635461
Q204888,Q621141
Q203215,Q201646
Q677376,Q726983
Q481250,Q372030
Q610334,Q167638
Q381558,Q493188
Q476191,Q454328
Q410207,Q693008
Q585148,Q133284
Q278058,Q360113
Q689615,Q403597
Q532929,Q473738
Q337534,Q289472
Q111435,Q186658
Q482737,Q265788
Q522859,Q721321
Q075159,Q515932
Q340775,Q331473
Q601650,Q379459
Q602056,Q230587
Q577303,Q470170
Q438394,Q720156
Q288582,Q261128
Q062614,Q410793
Q714964,Q024095
Q008551,Q546859
Q035967,Q504996
Q200953,Q712701
Q189183,Q040284
Q054233,Q075836
Q708851,Q278453
Q650702,Q154918
Q028489,Q020295
Q347211,Q108068
Q380734,Q509238
Q620169,Q071399
Q098277,Q690808
Q606760,Q002924
Q579198,Q226821
Q194637,Q200606
Q474629,Q220876
Q522469,Q187234
Q726356,Q418431
Q715991,Q393358
Q592622,Q030466
Q279452,Q071062
Q189463,Q204859
Q676966,Q668103
Q393390,Q589501
Q133963,Q460690
Q544603,Q711453
Q432723,Q173121
Q216211,Q347716
Q355040,Q120362
Q551310,Q347382
Q697512,Q272164
Q043106,Q140516
Q274286,Q061271
Q705252,Q128860
Q682508,Q184557
Q133201,Q025869
Q367518,Q113717
Q004521,Q532441
Q238959,Q647775
Q241314,Q560434
Q024015,Q315231
Q527130,Q725471
Q091578,Q529157
Q267863,Q313229
Q606273,Q243766
Q270093,Q396479
Q629986,Q196722
Q062054,Q455430
Q177042,Q145008
Q587420,Q059059
Q115134,Q473287
Q563757,Q480507
Q438887,Q371145
Q466965,Q360841
Q085339,Q727696
Q282208,Q284509
Q161844,Q418009
Q229382,Q489658
Q187200,Q216916
Q604217,Q033389
Q052814,Q446242
Q105734,Q295853
Q251662,Q261621
Q340559,Q272131
Q121176,Q031650
Q061654,Q291781
Q234382,Q672269
Q668340,Q178746
Q636735,Q090068
Q101885,Q688532
Q630955,Q477476
Q512534,Q091835
Q711053,Q121560
Q711142,Q386025
Q271361,Q035389
Q453965,Q344418
Q582402,Q431283
Q383910,Q656676
Q307185,Q293246
Q362087,Q517738
Q450664,Q676966
Q007428,Q650951
Q066879,Q149521
Q443395,Q356452
Q319081,Q384038
Q131875,Q451076
Q604182,Q187538
Q116226,Q072829
Q051705,Q038312
Q010334,Q463697
Q631355,Q183012
Q625929,Q413199
Q360943,Q098430
Q261280,Q700556
Q191035,Q276613
Q565553,Q011782
Q464598,Q119691
Q144709,Q243990
Q355457,Q169568
Q527799,Q611620
Q061290,Q461236
Q311391,Q706304
Q565180,Q595578
Q064059,Q170286
Q123362,Q323803
Q135151,Q354312
Q129234,Q659528
Q140594,Q349176
Q472901,Q156042
Q272837,Q360415
Q591707,Q363572
Q604968,Q556131
Q229583,Q003311
Q067579,Q511145
Q698070,Q036426
Q633409,Q574434
Q682803,Q520904
Q660144,Q601688
Q188771,Q388631
Q567757,Q052374
Q154288,Q576060
Q356488,Q170964
Q562862,Q649798
Q452340,Q051796
Q252059,Q506264
Q080756,Q528767
Q353066,Q258731
Q494520,Q567071
Q012198,Q141737
Q716651,Q059589
Q660254,Q658175
Q651851,Q066536
Q351458,Q565214
Q625695,Q310205
Q327357,Q012603
Q686635,Q563981
Q417192,Q614103
Q074029,Q475257
Q167115,Q697603
Q119029,Q225809
Q366573,Q113548
Q609412,Q561533
Q718602,Q110042
Q570694,Q534201
Q495715,Q206477
Q558945,Q182614
Q235469,Q151926
Q649887,Q028489
Q437941,Q588344
Q098721,Q517242
Q723860,Q047282
Q241713,Q114358
Q323413,Q347256
Q721392,Q073399
Q492208,Q377363
Q598433,Q430608
Q382780,Q593916
Q454012,Q238713
Q224732,Q522500
Q604100,Q006650
Q362649,Q619194
Q193471,Q562406
Q541429,Q633077
Q427262,Q183266
Q640852,Q324910
Q713204,Q670828
Q385798,Q582170
Q003896,Q471191
Q520237,Q490067
Q219448,Q546150
Q268900,Q078513
Q243623,Q398810
Q218232,Q656519
Q234035,Q535308
Q490746,Q039149
Q202867,Q141737
Q162984,Q639505
Q159317,Q358497
Q456922,Q234186
Q305511,Q453630
Q429717,Q659623
Q459155,Q370241
Q707415,Q282675
Q225097,Q715900
Q059039,Q166008
Q106645,Q666052
Q598666,Q024943
Q443720,Q413704
Q296208,Q375924
Q233984,Q323081
Q063455,Q557128
Q486531,Q603903
Q254698,Q007804
Q692868,Q275320
Q592583,Q095527
Q505619,Q586312
Q175276,Q004202
Q617210,Q415962
Q037703,Q678445
Q292656,Q056718
Q198828,Q457436
Q085595,Q382147
Q417051,Q028946
Q448442,Q382780
Q252270,Q642548
Q517293,Q566034
Q009603,Q033389
Q073714,Q255920
Q695765,Q587074
Q497224,Q570144
Q119892,Q029353
Q450076,Q727058
Q695941,Q122710
Q649887,Q129080
Q498454,Q298858
Q322857,Q536681
Q491503,Q715897
Q305501,Q583084
Q219841,Q701049
Q582511,Q456320
Q216915,Q373935
Q701583,Q201027
Q093007,Q309258
Q536782,Q214768
Q575166,Q340517
Q073320,Q710676
Q267709,Q478245
Q410177,Q562481
Q636050,Q395515
Q146012,Q156900
Q153842,Q440601
Q501253,Q428338
Q579900,Q614332
Q395551,Q237909
Q515641,Q442936
Q047066,Q705243
Q137733,Q549521
Q696258,Q287108
Q582609,Q312054
Q689422,Q450817
Q035165,Q535253
Q528830,Q149071
Q571513,Q600776
Q249907,Q561756
Q408041,Q304100
Q666527,Q287060
Q467370,Q064060
Q298858,Q152935
Q583284,Q379796
Q137616,Q199465
Q143237,Q223136
Q120986,Q307347
Q658952,Q230277
Q606371,Q457883
Q555568,Q684054
Q122255,Q303124
Q602056,Q323364
Q024267,Q532911
Q406886,Q616518
Q558713,Q256013
Q510834,Q336928
Q183266,Q655498
Q538229,Q232247
Q265906,Q487308
Q175399,Q582207
Q336995,Q110887
Q598007,Q467524
Q513070,Q387765
Q338859,Q499922
Q348004,Q580705
Q152336,Q675912
Q058074,Q292169
Q563182,Q562585
Q605704,Q547513
Q538500,Q172637
Q321890,Q726258
Q321714,Q326253
Q707289,Q603602
Q041575,Q576244
Q664130,Q142834
Q046049,Q149626
Q628548,Q548494
Q344005,Q596957
Q277074,Q458443
Q697329,Q507198
Q610019,Q501525
Q566717,Q554656
Q594487,Q134382
Q507093,Q679886
Q171386,Q444770
Q723900,Q637753
Q589098,Q536579
Q042379,Q118509
Q447903,Q679431
Q523804,Q569393
Q321256,Q202556
Q669708,Q200910
Q658666,Q027411
Q272490,Q655392
Q184734,Q219318
Q457422,Q397481
Q564399,Q364042
Q028308,Q534057
Q501305,Q183511
Q106948,Q423864
Q579253,Q338859
Q079354,Q688801
Q363291,Q131075
Q486846,Q029458
Q646717,Q044949
Q680784,Q366973
Q615130,Q337389
Q393053,Q559739
Q533328,Q074440
Q613551,Q348765
Q567402,Q467078
Q056045,Q485486
Q222453,Q377016
Q256142,Q088483
Q553458,Q398480
Q396802,Q217854
Q604579,Q555317
Q060792,Q682803
Q168595,Q231531
Q107428,Q182555
Q407638,Q534359
Q379106,Q220608
Q594589,Q487686
Q385845,Q554782
Q191329,Q104969
Q393839,Q071886
Q379875,Q455503
Q226213,Q473000
Q710275,Q031398
Q353336,Q270690
Q366889,Q085107
Q425756,Q351006
Q580116,Q060460
Q097337,Q725948
Q678823,Q668657
Q361706,Q156167
Q666052,Q455829
Q152730,Q505559
Q113801,Q183702
Q203189,Q070124
Q616377,Q583752
Q277074,Q107940
Q543932,Q306421
Q659349,Q006394
Q503834,Q618066
Q303823,Q433246
Q610546,Q586646
Q213512,Q627328
Q109754,Q067561
Q296852,Q218237
Q698440,Q201282
Q628083,Q014148
Q120331,Q310112
Q156931,Q227092
Q009308,Q163280
Q012928,Q532918
Q667879,Q620071
Q497943,Q400840
Q481398,Q390462
Q023241,Q052072
Q692470,Q585182
Q377615,Q640549
Q422156,Q545124
Q718235,Q547138
Q252565,Q341236
Q604579,Q457422
Q122682,Q341360
Q308158,Q560139
Q050885,Q560244
Q311831,Q225616
Q633152,Q130410
Q545471,Q065177
Q722657,Q476088
Q668070,Q210747
Q655425,Q617738
Q340883,Q531941
Q077069,Q331063
Q466796,Q363774
Q598374,Q029029
Q426766,Q657767
Q592898,Q617852
Q457530,Q495888
Q486836,Q037228
Q107527,Q072276
Q291927,Q720798
Q559830,Q713129
Q666737,Q120773
Q233861,Q034181
Q200951,Q128279
Q069512,Q310744
Q325289,Q258690
Q638502,Q266079
Q493515,Q329190
Q360505,Q498518
Q124041,Q663983
Q357155,Q176853
Q427328,Q250128
Q215402,Q572198
Q217496,Q161455
Q724484,Q611233
Q218687,Q267909
Q670320,Q519882
Q148555,Q373847
Q253081,Q212601
Q697886,Q359163
Q014077,Q149720
Q702424,Q680210
Q603687,Q353142
Q339303,Q246754
Q572297,Q115213
Q711003,Q335924
Q182992,Q551877
Q181063,Q157802
Q530330,Q430328
Q137256,Q431330
Q368124,Q348394
Q523185,Q483687
Q024387,Q079651
Q062054,Q266686
Q095282,Q291017
Q526049,Q010024
Q636962,Q183055
Q327851,Q491509
Q318839,Q374499
Q274331,Q512864
Q588069,Q488093
Q728114,Q704677
Q271915,Q326255
Q251516,Q336995
Q421746,Q695209
Q534907,Q110404
Q402017,Q722719
Q163070,Q291723
Q373534,Q517350
Q256444,Q263611
Q417870,Q507801
Q066536,Q043242
Q066383,Q505873
Q469695,Q487997
Q049535,Q516000
Q399981,Q074460
Q396688,Q268958
Q020935,Q031528
Q540781,Q037686
Q545359,Q232813
Q203538,Q642920
Q345866,Q367216
Q427039,Q725012
Q639225,Q015637
Q570988,Q447616
Q625103,Q175290
Q315482,Q085589
Q568541,Q650234
Q073273,Q217974
Q000028,Q141843
Q104331,Q373465
Q052596,Q548560
Q149720,Q703497
Q691480,Q610583
Q041780,Q707071
Q069412,Q091391
Q618860,Q252278
Q579313,Q401484
Q060369,Q700334
Q488577,Q698984
Q038612,Q538685
Q204835,Q617233
Q144709,Q115910
Q470333,Q353394
Q412922,Q705835
Q045844,Q425259
Q522706,Q063167
Q567355,Q686125
Q512063,Q095706
Q573287,Q112822
Q500747,Q274880
Q091099,Q690382
Q243381,Q632361
Q672875,Q629966
Q653059,Q390833
Q019127,Q699918
Q515998,Q154553
Q127170,Q218962
Q539955,Q223812
Q426781,Q390429
Q423508,Q420780
Q012348,Q247399
Q541779,Q493896
Q538547,Q517426
Q299397,Q038654
Q355457,Q429252
Q642532,Q294301
Q468931,Q252263
Q590319,Q362912
Q548865,Q708101
Q260193,Q594094
Q080774,Q608561
Q405775,Q279472
Q081497,Q725335
Q565180,Q015612
Q424244,Q003065
Q557885,Q443329
Q527130,Q616308
Q524594,Q053248
Q025045,Q387799
Q420301,Q711453
Q048004,Q315090
Q386371,Q070966
Q415208,Q718561
Q028986,Q072959
Q365061,Q246358
Q193471,Q603687
Q449208,Q466970
Q703125,Q546854
Q052374,Q696731
Q650051,Q612768
Q132564,Q280403
Q076557,Q100099
Q251440,Q217758
Q660661,Q139860
Q008551,Q380190
Q424625,Q727374
Q052083,Q521515
Q525075,Q565972
Q374285,Q474629
Q248204,Q636513
Q332352,Q044205
Q064157,Q117968
Q102412,Q546858
Q413185,Q053001
Q071252,Q353066
Q015445,Q173873
Q686238,Q565426
Q105061,Q566446
Q592878,Q019570
Q487598,Q350106
Q648948,Q379163
Q393053,Q219176
Q555568,Q214138
Q336677,Q526566
Q578129,Q366920
Q679688,Q456173
Q390429,Q395796
Q724239,Q665698
Q145636,Q361974
Q329038,Q418707
Q264502,Q445171
Q348685,Q103274
Q139632,Q059591
Q592868,Q451632
Q435202,Q637529
Q566236,Q402683
Q253183,Q032779
Q392678,Q050155
Q045336,Q619278
Q288041,Q440897
Q187624,Q159969
Q702115,Q548753
Q650379,Q633112
Q616603,Q624195
Q690435,Q649887
Q332795,Q437941
Q644159,Q359041
Q024627,Q715986
Q604753,Q451895
Q126075,Q251328
Q340537,Q322861
Q685926,Q724862
Q712169,Q194888
Q550613,Q004355
Q647737,Q721817
Q500291,Q271817
Q152707,Q142529
Q253428,Q449816
Q229893,Q631603
Q361819,Q519623
Q562196,Q536308
Q405535,Q487085
Q213170,Q637231
Q558841,Q488745
Q104295,Q174075
Q105887,Q176894
Q468931,Q127457
Q526743,Q043235
Q381271,Q494031
Q258073,Q151047
Q506701,Q256657
Q497342,Q356670
Q062656,Q608394
Q482734,Q061271
Q422446,Q481322
Q136750,Q725558
Q633407,Q630607
Q445708,Q278538
Q292875,Q369316
Q338869,Q301243
Q387095,Q187668
Q556047,Q400377
Q686318,Q653179
Q225048,Q601062
Q249364,Q553050
Q512148,Q202103
Q046879,Q076163
Q348889,Q517156
Q260193,Q533646
Q564937,Q580176
Q150866,Q154918
Q259684,Q364048
Q521058,Q170752
Q116129,Q033264
Q077862,Q451632
Q668070,Q532906
Q648040,Q559405
Q235556,Q424969
Q380311,Q429561
Q375775,Q621145
Q004763,Q606143
Q011471,Q208728
Q365847,Q165318
Q171891,Q033377
Q183811,Q241603
Q491509,Q136289
Q697426,Q449011
Q019804,Q371502
Q678175,Q600740
Q489966,Q172561
Q484031,Q390330
Q331975,Q154788
Q140600,Q001652
Q477022,Q695776
Q385318,Q164864
Q663318,Q418100
Q174017,Q633077
Q683635,Q584535
Q225048,Q438649
Q250128,Q506207
Q515675,Q152307
Q515883,Q440807
Q194240,Q151092
Q137245,Q001683
Q668538,Q532322
Q645435,Q100904
Q365111,Q194888
Q500486,Q668613
Q120769,Q725651
Q486038,Q457722
Q442060,Q226771
Q489855,Q178954
Q029234,Q030046
Q606353,Q436595
Q486531,Q136685
Q653575,Q664795
Q539306,Q401384
Q135206,Q264253
Q287123,Q049904
Q402601,Q383263
Q204355,Q517461
Q703654,Q405026
Q569998,Q479559
Q270093,Q674120
Q623394,Q682803
Q573830,Q261481
Q458083,Q188771
Q512266,Q615256
Q076557,Q407215
Q140772,Q132787
Q430202,Q250880
Q354662,Q186606
Q122255,Q371452
Q582523,Q636743
Q339751,Q399469
Q267166,Q588078
Q049904,Q220289
Q099614,Q098300
Q228263,Q532138
Q271555,Q477297
Q116323,Q692250
Q272714,Q397100
Q190110,Q417783
Q631403,Q333158
Q053813,Q382483
Q223146,Q217758
Q089651,Q093448
Q603011,Q314808
Q355457,Q465551
Q019851,Q655770
Q123973,Q123727
Q278479,Q056256
Q296653,Q194980
Q155477,Q340252
Q569153,Q097947
Q458702,Q451988
Q183511,Q159871
Q424489,Q549863
Q137606,Q650190
Q173098,Q375886
Q460055,Q131287
Q500078,Q704944
Q215016,Q129028
Q694291,Q208402
Q304201,Q431485
Q422479,Q631603
Q070967,Q181299
Q013807,Q380554
Q335924,Q387045
Q566045,Q234458
Q248784,Q555376
Q599973,Q625382
Q214576,Q052596
Q494399,Q221691
Q004340,Q710432
Q114043,Q696465
Q326935,Q164577
Q227772,Q535244
Q508545,Q411157
Q438008,Q197549
Q535032,Q673942
Q712108,Q228186
Q151513,Q467433
Q603687,Q099617
Q316444,Q590577
Q078508,Q652273
Q315257,Q601678
Q610418,Q497947
Q687595,Q513578
Q628083,Q354378
Q388459,Q665518
Q350594,Q133396
Q406681,Q686238
Q384230,Q403321
Q293765,Q157616
Q699469,Q504536
Q618860,Q137164
Q332870,Q493874
Q091578,Q320958
Q022215,Q165694
Q424583,Q525318
Q232002,Q198619
Q525030,Q546163
Q140772,Q643837
Q072361,Q196722
Q706412,Q208061
Q394361,Q036120
Q609412,Q399974
Q431625,Q240144
Q048101,Q588524
Q597440,Q454725
Q106622,Q544436
Q345491,Q232873
Q289070,Q184100
Q649400,Q476054
Q306572,Q657878
Q541489,Q603988
Q709354,Q619589
Q695740,Q520739
Q312743,Q389077
Q671933,Q413211
Q589460,Q413226
Q560765,Q420460
Q476596,Q476616
Q148251,Q128040
Q226249,Q388323
Q610546,Q413975
Q441970,Q604082
Q295319,Q110628
Q155253,Q375139
Q139436,Q476850
Q185147,Q035631
Q635053,Q707386
Q177613,Q469349
Q132067,Q498841
Q219342,Q189924
Q614834,Q380691
Q281637,Q171825
Q662588,Q710566
Q516519,Q140236
Q464598,Q718186
Q469686,Q579947
Q304337,Q293418
Q599904,Q588834
Q519042,Q694595
Q446198,Q553163
Q297929,Q237314
Q224387,Q406970
Q570771,Q435919
Q568541,Q326253
Q470555,Q341344
Q566024,Q035697
Q578160,Q400901
Q554964,Q219323
Q158110,Q012806
Q149695,Q583345
Q719226,Q355745
Q626269,Q485074
Q080239,Q622952
Q309026,Q066383
Q059589,Q100904
Q472502,Q366377
Q012736,Q651908
Q470332,Q057047
Q677658,Q708140
Q716322,Q610812
Q188771,Q202833
Q385104,Q271269
Q328894,Q593918
Q016161,Q055188
Q345491,Q641309
Q523804,Q359068
Q484246,Q163813
Q412547,Q502516
Q085985,Q436069
Q511051,Q451076
Q545471,Q295102
Q080422,Q642071
Q334461,Q006663
Q351385,Q557247
Q547513,Q196648
Q587646,Q356645
Q058415,Q300318
Q399394,Q368051
Q705252,Q654144
Q530408,Q629570
Q037669,Q309011
Q139528,Q686103
Q528993,Q080189
Q176266,Q433558
Q247321,Q572371
Q137245,Q377600
Q673501,Q548560
Q156191,Q183757
Q517384,Q136202
Q225617,Q432341
Q387047,Q653825
Q435082,Q218882
Q658904,Q647902
Q500486,Q040723
Q672739,Q273157
Q030737,Q161466
Q133582,Q017760
Q049956,Q593454
Q590319,Q289668
Q038882,Q289588
Q652760,Q223977
Q087672,Q437681
Q031456,Q637383
Q350104,Q198619
Q462540,Q699403
Q683939,Q419935
Q137733,Q472524
Q453072,Q551959
Q484406,Q704167
Q267656,Q040550
Q405900,Q361575
Q476596,Q690060
Q494031,Q629951
Q161760,Q324857
Q660254,Q522933
Q388678,Q540503
Q375833,Q534734
Q300318,Q269433
Q178480,Q632342
Q085056,Q493896
Q382786,Q026098
Q265514,Q279784
Q273777,Q514052
Q648019,Q318312
Q425068,Q224294
Q648797,Q450044
Q523842,Q503047
Q311367,Q512457
Q111604,Q670320
Q717527,Q027589
Q126246,Q088760
Q463390,Q686617
Q489892,Q639479
Q713399,Q023837
Q427230,Q217605
Q437050,Q256884
Q298820,Q668738
Q019851,Q556311
Q110040,Q112953
Q047752,Q672837
Q484147,Q255173
Q286184,Q220289
Q572601,Q368932
Q537820,Q595732
Q038340,Q661111
Q673501,Q189688
Q490216,Q567847
Q062656,Q105594
Q519864,Q131332
Q448694,Q393823
Q689760,Q490168
Q710777,Q304561
Q035443,Q106371
Q582523,Q582117
Q368249,Q123143
Q485579,Q215234
Q490136,Q184557
Q312688,Q432583
Q721184,Q089542
Q210809,Q119691
Q353693,Q545622
Q543947,Q224221
Q292273,Q132791
Q290406,Q457895
Q563272,Q230528
Q081497,Q061056
Q310848,Q553474
Q293765,Q653463
Q027535,Q147336
Q095969,Q436811
Q532316,Q369272
Q076933,Q031398
Q415959,Q645776
Q250270,Q430859
Q668728,Q176256
Q599698,Q470475
Q502374,Q127457
Q404884,Q175290
Q176802,Q306609
Q203503,Q029353
Q055378,Q304063
Q374477,Q670861
Q504596,Q130496
Q458137,Q223871
Q105583,Q089841
Q000363,Q337208
Q093007,Q506384
Q673288,Q188124
Q414371,Q659849
Q531374,Q030666
Q106948,Q567126
Q264891,Q118876
Q585513,Q144224
Q404497,Q627641
Q556083,Q627065
Q438444,Q653681
Q326873,Q551771
Q186584,Q305462
Q273555,Q285398
Q344717,Q552009
Q193993,Q181113
Q464229,Q343221
Q579954,Q458953
Q561807,Q411983
Q344419,Q716427
Q673647,Q225616
Q497715,Q447189
Q318940,Q712622
Q173112,Q698494
Q563088,Q172821
Q168755,Q202128
Q122888,Q489810
Q231723,Q408489
Q136333,Q015873
Q681032,Q348062
Q648371,Q390548
Q623394,Q560776
Q596506,Q631113
Q199997,Q389019
Q555743,Q148555
Q219841,Q690510
Q211608,Q219345
Q506264,Q619589
Q365434,Q721527
Q440542,Q279472
Q359068,Q560139
Q686996,Q121850
Q468180,Q283928
Q444976,Q080633
Q136005,Q272188
Q588742,Q116386
Q629431,Q017374
Q594571,Q218687
Q185812,Q243030
Q160968,Q309382
Q373465,Q640324
Q407480,Q313884
Q549521,Q288129
Q652673,Q599106
Q665154,Q220742
Q526644,Q162984
Q706246,Q130059
Q352415,Q687381
Q705781,Q723786
Q480215,Q523977
Q021111,Q665655
Q271825,Q164575
Q656929,Q724751
Q613550,Q247321
Q150241,Q506461
Q068797,Q174757
Q445700,Q594626
Q458443,Q653681
Q064948,Q679778
Q616951,Q360418
Q347377,Q233942
Q127227,Q277934
Q634986,Q604622
Q443329,Q482158
Q124822,Q400377
Q506514,Q216733
Q043420,Q368179
Q451912,Q478875
Q032668,Q214533
Q603903,Q248881
Q008251,Q226249
Q395060,Q114902
Q553150,Q706165
Q184915,Q576227
Q377600,Q218665
Q375342,Q131332
Q665154,Q401520
Q604819,Q624354
Q623363,Q461683
Q052976,Q165577
Q285396,Q205523
Q522453,Q599380
Q482416,Q353372
Q466495,Q043412
Q497224,Q323803
Q579863,Q275433
Q705044,Q565943
Q564203,Q406500
Q143872,Q489400
Q583969,Q582123
Q002262,Q270154
Q014710,Q397345
Q279452,Q061442
Q385448,Q256517
Q034991,Q246036
Q230472,Q599325
Q377909,Q122139
Q550264,Q269330
Q419894,Q660133
Q718127,Q329238
Q646165,Q539955
Q020813,Q562045
Q143909,Q053887
Q550321,Q101965
Q321753,Q078250
Q686040,Q533646
Q223916,Q582177
Q181129,Q562867
Q449748,Q393000
Q140594,Q723337
Q611710,Q407891
Q153842,Q481753
Q017551,Q605880
Q284047,Q707592
Q330210,Q293291
Q726049,Q151693
Q722517,Q116578
Q118907,Q482003
Q622086,Q157228
Q217357,Q376281
Q570967,Q370876
Q365407,Q201388
Q029234,Q547523
Q193287,Q671923
Q654555,Q262013
Q528681,Q408976
Q069099,Q110539
Q030960,Q429695
Q443340,Q477247
Q430945,Q353940
Q706643,Q069715
Q248729,Q190519
Q701042,Q666215
Q711724,Q684463
Q257345,Q125927
Q657220,Q214762
Q096652,Q017374
Q472921,Q493240
Q550430,Q086760
Q002362,Q654433
Q631825,Q070577
Q062025,Q710581
Q274954,Q354646
Q230472,Q648617
Q360418,Q523644
Q631954,Q455301
Q464597,Q691735
Q121428,Q446859
Q292651,Q280416
Q175616,Q138231
Q715703,Q002763
Q451610,Q357229
Q598374,Q558135
Q341697,Q346162
Q227688,Q694972
Q298820,Q698336
Q539341,Q019319
Q696123,Q280088
Q241026,Q059153
Q461114,Q416941
Q371500,Q364416
Q417138,Q073452
Q181564,Q313392
Q540034,Q033312
Q552152,Q121082
Q195740,Q127815
Q617347,Q656690
Q599904,Q285828
Q568536,Q328459
Q610418,Q499862
Q236746,Q681246
Q250443,Q348394
Q155963,Q436359
