label,q1,q2
1,Q646250,Q422338
1,Q460192,Q488863
1,Q055304,Q091902
1,Q528101,Q254293
1,Q081497,Q302002
1,Q475251,Q296720
1,Q439238,Q066880
1,Q523728,Q054117
1,Q348133,Q219030
1,Q395752,Q411578
1,Q295154,Q482640
1,Q248966,Q148234
1,Q234264,Q474005
1,Q256084,Q335113
1,Q016357,Q333470
1,Q182977,Q180060
1,Q413525,Q482314
1,Q686621,Q312530
1,Q163750,Q538685
1,Q546854,Q380993
1,Q192309,Q666527
1,Q398347,Q396035
1,Q624931,Q304432
1,Q139612,Q180388
1,Q510104,Q562508
1,Q567601,Q587633
1,Q333470,Q689282
1,Q431669,Q561964
1,Q187095,Q520567
1,Q387095,Q336565
1,Q560551,Q389418
1,Q091817,Q128001
1,Q079255,Q127543
1,Q143912,Q618881
1,Q080239,Q046894
1,Q035967,Q249264
1,Q715877,Q501132
1,Q341360,Q526049
1,Q472601,Q006620
1,Q659656,Q312898
1,Q235556,Q010797
1,Q655199,Q554289
1,Q097502,Q485633
1,Q667984,Q599422
1,Q606356,Q551534
1,Q252263,Q208060
1,Q371154,Q159627
1,Q447161,Q073969
1,Q294653,Q383228
1,Q041858,Q650130
1,Q355745,Q015445
1,Q532911,Q567975
1,Q336535,Q596594
1,Q405292,Q207525
1,Q483132,Q599121
1,Q104517,Q454057
1,Q715877,Q477753
1,Q109428,Q256399
1,Q532138,Q464378
1,Q312530,Q650362
1,Q604213,Q492208
1,Q556257,Q409234
1,Q161919,Q398259
1,Q672967,Q023630
1,Q137606,Q246433
1,Q273790,Q280483
1,Q346122,Q611093
1,Q002222,Q492945
1,Q499579,Q084520
1,Q367455,Q565299
1,Q558977,Q296575
1,Q579947,Q232109
1,Q313276,Q459163
1,Q030666,Q309258
1,Q268929,Q052675
1,Q352096,Q159595
1,Q008158,Q715222
1,Q335842,Q697603
1,Q026264,Q723914
1,Q066137,Q215896
1,Q592622,Q437050
1,Q568536,Q406192
1,Q528308,Q552360
1,Q711724,Q270629
1,Q345991,Q409173
1,Q394914,Q028514
1,Q101805,Q372312
1,Q131274,Q140077
1,Q561350,Q294708
1,Q094964,Q512988
1,Q030466,Q049292
1,Q127625,Q451345
1,Q182102,Q684962
1,Q148709,Q109754
1,Q196585,Q036353
1,Q318996,Q368304
1,Q628938,Q052258
1,Q517723,Q045195
1,Q557540,Q493240
1,Q123401,Q444884
1,Q540836,Q022193
1,Q155499,Q271678
1,Q175874,Q704167
1,Q003766,Q246560
1,Q280673,Q644268
1,Q370241,Q390548
1,Q403082,Q487816
1,Q095998,Q476211
1,Q423849,Q320903
1,Q333606,Q509790
1,Q309011,Q058650
1,Q429651,Q144995
1,Q217357,Q284091
1,Q328040,Q714174
1,Q567679,Q584798
1,Q320462,Q006047
1,Q467351,Q251061
1,Q532918,Q145935
1,Q237234,Q000350
1,Q576754,Q078565
1,Q698070,Q345143
1,Q052791,Q537024
1,Q127625,Q386358
1,Q508321,Q099671
1,Q048004,Q119763
1,Q066508,Q573688
1,Q393547,Q542572
1,Q713811,Q482074
1,Q142598,Q541994
1,Q035393,Q332991
1,Q451912,Q132154
1,Q669193,Q460655
1,Q517293,Q615883
1,Q651908,Q660956
1,Q063592,Q597431
1,Q590049,Q563039
1,Q038953,Q376471
1,Q254293,Q469349
1,Q273842,Q196739
1,Q683882,Q079255
1,Q271361,Q717142
1,Q244150,Q339303
1,Q179548,Q536107
1,Q181113,Q535194
1,Q284648,Q053248
1,Q328268,Q494639
1,Q216855,Q537315
1,Q226821,Q158721
1,Q382483,Q414010
1,Q064943,Q429163
1,Q284611,Q270217
1,Q344851,Q460815
1,Q004202,Q004611
1,Q343082,Q216940
1,Q329238,Q512381
1,Q158442,Q007854
1,Q159526,Q255937
1,Q504536,Q036391
1,Q270846,Q488577
1,Q610583,Q011491
1,Q293132,Q693349
1,Q572923,Q127010
1,Q675140,Q371154
1,Q473738,Q714440
1,Q520308,Q209532
1,Q632361,Q547652
1,Q523548,Q246433
1,Q525075,Q541725
1,Q702886,Q129850
1,Q528919,Q241026
1,Q591245,Q026132
1,Q062997,Q096926
1,Q455430,Q013656
1,Q162103,Q118648
1,Q151047,Q589867
1,Q574807,Q520620
1,Q093313,Q083475
1,Q524519,Q271910
1,Q699469,Q333470
1,Q096520,Q357030
1,Q527945,Q449748
1,Q182992,Q333470
1,Q291757,Q620238
1,Q162352,Q019067
1,Q016390,Q417138
1,Q488079,Q106260
1,Q168452,Q036546
1,Q313229,Q370921
1,Q604968,Q655392
1,Q673243,Q558841
1,Q492208,Q018717
1,Q357689,Q115090
1,Q117680,Q436579
1,Q280677,Q640324
1,Q142598,Q022562
1,Q413211,Q176198
1,Q689630,Q209364
1,Q555455,Q332139
1,Q233942,Q485418
1,Q707891,Q115579
1,Q579460,Q573688
1,Q715986,Q027411
1,Q259835,Q159439
1,Q250880,Q159595
1,Q620122,Q301575
1,Q106071,Q635461
1,Q555455,Q560770
1,Q427707,Q108166
1,Q575520,Q637746
1,Q428289,Q109700
1,Q160505,Q077820
1,Q413211,Q280088
1,Q346162,Q541779
1,Q052699,Q564301
1,Q521997,Q315482
1,Q206579,Q575735
1,Q541979,Q380745
1,Q031510,Q326022
1,Q200951,Q581103
1,Q572442,Q615256
1,Q468329,Q339303
1,Q464497,Q363774
1,Q532322,Q604285
1,Q228171,Q645396
1,Q285592,Q628830
1,Q134714,Q332679
1,Q168422,Q616217
1,Q340302,Q504008
1,Q203501,Q551622
1,Q697329,Q719648
1,Q475751,Q454966
1,Q538685,Q572225
1,Q186881,Q668353
1,Q286750,Q333460
1,Q043075,Q501422
1,Q033516,Q165694
1,Q298127,Q463368
1,Q304502,Q133787
1,Q001895,Q715035
1,Q239261,Q308889
1,Q592878,Q685446
1,Q495371,Q436762
1,Q322425,Q118907
1,Q485992,Q142598
1,Q506057,Q054411
1,Q693472,Q558560
1,Q478461,Q691627
1,Q155069,Q382228
1,Q253497,Q070570
1,Q592878,Q173464
1,Q294930,Q639346
1,Q243623,Q299903
1,Q345528,Q265077
1,Q304201,Q023837
1,Q371904,Q525982
1,Q319387,Q421093
1,Q091024,Q478059
1,Q695631,Q338020
1,Q035525,Q721543
1,Q588008,Q553650
1,Q536365,Q004355
1,Q414371,Q586932
1,Q641225,Q630639
1,Q180346,Q519042
1,Q334152,Q453130
1,Q092028,Q448052
1,Q449816,Q721583
1,Q728069,Q671234
1,Q426965,Q657110
1,Q089651,Q408017
1,Q517848,Q144808
1,Q522933,Q576754
1,Q108068,Q458137
1,Q426766,Q091969
1,Q455676,Q158721
1,Q428478,Q173768
1,Q285680,Q120331
1,Q344037,Q500658
1,Q445171,Q440335
1,Q565560,Q291284
1,Q692287,Q363326
1,Q191793,Q523728
1,Q196148,Q585696
1,Q357439,Q564482
1,Q294708,Q149002
1,Q349609,Q060284
1,Q642524,Q655498
1,Q395796,Q314764
1,Q387854,Q635461
1,Q022193,Q720031
1,Q243990,Q131371
1,Q485074,Q317917
1,Q709091,Q204888
1,Q344450,Q338869
1,Q112433,Q052258
1,Q226771,Q442336
1,Q283928,Q494803
1,Q098469,Q131349
1,Q530418,Q270939
1,Q303033,Q268542
1,Q150486,Q079354
1,Q151047,Q623072
1,Q305453,Q348862
1,Q470136,Q671234
1,Q695631,Q075813
1,Q020201,Q085056
1,Q546233,Q176289
1,Q631623,Q076671
1,Q270450,Q412041
1,Q718237,Q570408
1,Q320473,Q025342
1,Q209532,Q673647
1,Q687809,Q451423
1,Q628583,Q181132
1,Q725471,Q554230
1,Q545471,Q649887
1,Q420233,Q411578
1,Q238408,Q354605
1,Q302073,Q414010
1,Q477736,Q670749
1,Q055982,Q018717
1,Q338333,Q033290
1,Q420036,Q264825
1,Q538685,Q239973
1,Q254293,Q233942
1,Q000350,Q215883
1,Q171077,Q366457
1,Q612475,Q336535
1,Q557473,Q553458
1,Q663701,Q151047
1,Q189148,Q197902
1,Q369610,Q368421
1,Q144712,Q160541
1,Q351263,Q036556
1,Q541032,Q522394
1,Q141955,Q321547
1,Q567126,Q304088
1,Q013297,Q541297
1,Q440978,Q167115
1,Q469241,Q064983
1,Q186351,Q512063
1,Q285855,Q277532
1,Q170239,Q061442
1,Q185915,Q329190
1,Q249081,Q595844
1,Q042809,Q643803
1,Q302220,Q049535
1,Q711563,Q668657
1,Q476850,Q370876
1,Q137501,Q705674
1,Q228171,Q355040
1,Q389077,Q288883
1,Q655765,Q303276
1,Q048586,Q306572
1,Q091578,Q176109
1,Q535753,Q550536
1,Q417949,Q017851
1,Q065061,Q515117
1,Q218941,Q136685
1,Q104090,Q033290
1,Q305942,Q564206
1,Q174314,Q498163
1,Q523977,Q072789
1,Q212336,Q263860
1,Q615237,Q346406
1,Q115884,Q481344
1,Q086782,Q546629
1,Q660868,Q566254
1,Q033077,Q174132
1,Q425763,Q341236
1,Q720900,Q699173
1,Q201573,Q411578
1,Q360887,Q628723
1,Q676064,Q649589
1,Q193331,Q090331
1,Q162285,Q206051
1,Q317917,Q397345
1,Q220851,Q441656
1,Q305730,Q505409
1,Q341697,Q590319
1,Q247100,Q509830
1,Q314532,Q411863
1,Q264359,Q235782
1,Q264872,Q484147
1,Q269862,Q152336
1,Q380734,Q180669
1,Q025836,Q223345
1,Q715718,Q015850
1,Q550218,Q318816
1,Q209696,Q192426
1,Q054399,Q336928
1,Q360595,Q098277
1,Q643803,Q541979
1,Q669708,Q621141
1,Q044530,Q442444
1,Q125866,Q549605
1,Q715688,Q226623
1,Q043072,Q290598
1,Q525982,Q510191
1,Q198624,Q293782
1,Q550264,Q436124
1,Q635073,Q061131
1,Q181113,Q600399
1,Q565299,Q541297
1,Q254776,Q127010
1,Q321436,Q712241
1,Q524030,Q143909
1,Q378559,Q338519
1,Q136685,Q138231
1,Q034852,Q291927
1,Q068402,Q066719
1,Q130593,Q715877
1,Q314145,Q211284
1,Q332991,Q658908
1,Q646048,Q475388
1,Q018314,Q546629
1,Q297869,Q406267
1,Q457812,Q488162
1,Q171578,Q456955
1,Q597080,Q489973
1,Q238625,Q699173
1,Q477425,Q662604
1,Q312672,Q366457
1,Q110040,Q641990
1,Q569210,Q067103
1,Q484147,Q680276
1,Q489959,Q176109
1,Q139360,Q644309
1,Q574248,Q456641
1,Q668613,Q013693
1,Q390330,Q027411
1,Q092138,Q127141
1,Q007711,Q186881
1,Q398598,Q077467
1,Q439309,Q617818
1,Q193673,Q318200
1,Q715881,Q485392
1,Q649619,Q366698
1,Q359068,Q308158
1,Q667500,Q578767
1,Q526614,Q466495
1,Q428764,Q614609
1,Q501044,Q266488
1,Q216629,Q612002
1,Q528767,Q664195
1,Q358497,Q688913
1,Q180517,Q033765
1,Q631589,Q225097
1,Q469496,Q236318
1,Q299546,Q353066
1,Q669193,Q187098
1,Q724294,Q670361
1,Q705243,Q034753
1,Q469349,Q287456
1,Q000915,Q145467
1,Q402225,Q381663
1,Q466552,Q489149
1,Q267656,Q705211
1,Q653560,Q539312
1,Q515547,Q426781
1,Q336418,Q484893
1,Q245665,Q218375
1,Q523120,Q243770
1,Q639346,Q266838
1,Q123481,Q180060
1,Q319869,Q004356
1,Q011916,Q468180
1,Q453630,Q728420
1,Q201583,Q349394
1,Q167515,Q394361
1,Q727226,Q710149
1,Q526768,Q672566
1,Q615514,Q137286
1,Q148148,Q043962
1,Q655882,Q505559
1,Q052258,Q317196
1,Q307032,Q582072
1,Q707070,Q054411
1,Q502352,Q704167
1,Q092028,Q573681
1,Q269330,Q360464
1,Q337017,Q503069
1,Q326935,Q441538
1,Q648488,Q445700
1,Q235768,Q389372
1,Q675140,Q023514
1,Q720286,Q494416
1,Q625146,Q043075
1,Q354646,Q328268
1,Q052675,Q422297
1,Q170153,Q181522
1,Q301513,Q644208
1,Q614226,Q353720
1,Q651045,Q672566
1,Q409784,Q697410
1,Q597156,Q660889
1,Q299005,Q080239
1,Q499922,Q059947
1,Q033290,Q699976
1,Q225276,Q457530
1,Q212989,Q219166
1,Q566045,Q096975
1,Q136685,Q589342
1,Q621700,Q453524
1,Q051685,Q062586
1,Q350241,Q560770
1,Q392826,Q018314
1,Q220342,Q473230
1,Q422156,Q335113
1,Q201808,Q040284
1,Q511442,Q422424
1,Q054959,Q036067
1,Q623414,Q157283
1,Q614609,Q008067
1,Q027633,Q001662
1,Q365407,Q438394
1,Q255883,Q722861
1,Q071252,Q376644
1,Q686997,Q618983
1,Q498454,Q595663
1,Q181481,Q510946
1,Q004714,Q419707
1,Q658952,Q655498
1,Q508321,Q655939
1,Q654383,Q463368
1,Q249782,Q445679
1,Q604213,Q616306
1,Q019067,Q384470
1,Q191902,Q405731
1,Q184685,Q280217
1,Q114043,Q643300
1,Q530870,Q557306
1,Q527118,Q092543
1,Q599973,Q091001
1,Q370864,Q604213
1,Q261696,Q211990
1,Q654376,Q166773
1,Q044245,Q238713
1,Q084950,Q509071
1,Q683689,Q662451
1,Q107715,Q668936
1,Q322200,Q276975
1,Q483829,Q021675
1,Q512683,Q317766
1,Q687598,Q446242
1,Q249081,Q435082
1,Q480580,Q675249
1,Q626335,Q723165
1,Q037987,Q507087
1,Q621141,Q344687
1,Q526297,Q221964
1,Q039917,Q466495
1,Q484246,Q517116
1,Q152112,Q591722
1,Q340466,Q581056
1,Q657415,Q155499
1,Q611338,Q334152
1,Q178884,Q230698
1,Q553954,Q044700
1,Q339682,Q334943
1,Q437479,Q376644
1,Q369715,Q062928
1,Q092597,Q448093
1,Q699173,Q134382
1,Q296477,Q460472
1,Q698092,Q251689
1,Q225485,Q669507
1,Q358325,Q062586
1,Q357659,Q109225
1,Q446201,Q473095
1,Q305873,Q630288
1,Q178161,Q466525
1,Q529701,Q116814
1,Q555376,Q390548
1,Q677058,Q122139
1,Q549192,Q271103
1,Q520722,Q725471
1,Q431293,Q652380
1,Q660889,Q188646
1,Q030908,Q710846
1,Q223843,Q091817
1,Q689334,Q682839
1,Q717731,Q393918
1,Q170130,Q181063
1,Q159156,Q308961
1,Q722983,Q236930
1,Q555989,Q187144
1,Q499216,Q041678
1,Q583838,Q460472
1,Q612711,Q664195
1,Q591707,Q620238
1,Q216916,Q112570
1,Q597508,Q381699
1,Q425864,Q676038
1,Q174075,Q022777
1,Q461114,Q536873
1,Q710275,Q172978
1,Q432139,Q421623
1,Q036391,Q251642
1,Q107032,Q130452
1,Q000856,Q242183
1,Q243519,Q291429
1,Q728403,Q525735
1,Q275150,Q363326
1,Q240014,Q229776
1,Q280873,Q333180
1,Q441538,Q390931
1,Q311015,Q509313
1,Q009808,Q125883
1,Q308299,Q350966
1,Q160505,Q196326
1,Q015374,Q135690
1,Q672566,Q388575
1,Q042809,Q351263
1,Q622362,Q448950
1,Q570467,Q062519
1,Q113754,Q315383
1,Q525982,Q613297
1,Q315482,Q167438
1,Q309935,Q454516
1,Q665172,Q723786
1,Q280334,Q537991
1,Q174314,Q537678
1,Q072789,Q354646
1,Q272131,Q573688
1,Q077069,Q107940
1,Q692287,Q094635
1,Q523989,Q381390
1,Q640720,Q022193
1,Q244673,Q040550
1,Q085603,Q063592
1,Q427262,Q315105
1,Q500506,Q350241
1,Q399360,Q394738
1,Q390884,Q453773
1,Q184009,Q635661
1,Q422420,Q085340
1,Q009789,Q040284
1,Q340134,Q186606
1,Q071886,Q551622
1,Q499699,Q483132
1,Q060284,Q627437
1,Q571806,Q648511
1,Q669849,Q282393
1,Q718308,Q309935
1,Q282659,Q525982
1,Q267191,Q329596
1,Q086455,Q274444
1,Q036391,Q130059
1,Q511438,Q101400
1,Q607152,Q602938
1,Q657113,Q389027
1,Q082862,Q579472
1,Q169888,Q507093
1,Q114043,Q224387
1,Q655201,Q674097
1,Q248693,Q522003
1,Q665607,Q285656
1,Q470333,Q520567
1,Q491429,Q647099
1,Q120331,Q019989
1,Q039392,Q553954
1,Q630860,Q027662
1,Q407438,Q484893
1,Q353992,Q591425
1,Q088592,Q412265
1,Q684695,Q207259
1,Q141611,Q540772
1,Q280789,Q054959
1,Q640306,Q311015
1,Q526780,Q490341
1,Q128647,Q143237
1,Q149695,Q155698
1,Q509785,Q271211
1,Q451912,Q191271
1,Q017767,Q152756
1,Q162964,Q000793
1,Q091414,Q074058
1,Q254293,Q215247
1,Q238006,Q295244
1,Q576754,Q618471
1,Q526768,Q036706
1,Q618065,Q160505
1,Q119190,Q621258
1,Q287045,Q683363
1,Q082859,Q623000
1,Q706580,Q150486
1,Q632205,Q059971
1,Q578889,Q015520
1,Q327305,Q569393
1,Q597156,Q693675
1,Q472251,Q240693
1,Q537435,Q061145
1,Q545826,Q492945
1,Q060159,Q330550
1,Q659768,Q145450
1,Q604262,Q170398
1,Q065587,Q547860
1,Q463148,Q499600
1,Q083769,Q160505
1,Q387395,Q473488
1,Q054411,Q519982
1,Q551990,Q152247
1,Q004356,Q425377
1,Q698623,Q054959
1,Q065586,Q663584
1,Q282213,Q358379
1,Q033664,Q216802
1,Q192969,Q396751
1,Q430859,Q184834
1,Q299397,Q494520
1,Q230472,Q400745
1,Q082516,Q119471
1,Q552875,Q538685
1,Q445927,Q052144
1,Q252742,Q294233
1,Q211077,Q684511
1,Q647480,Q706080
1,Q715877,Q270507
1,Q147089,Q471374
1,Q657252,Q535253
1,Q426112,Q408167
1,Q014237,Q593100
1,Q470826,Q157968
1,Q074293,Q366457
1,Q645061,Q346122
1,Q544989,Q469519
1,Q668353,Q641225
1,Q101898,Q661564
1,Q036221,Q507023
1,Q414588,Q468101
1,Q583103,Q525474
1,Q514632,Q517184
1,Q161223,Q418431
1,Q500777,Q299214
1,Q070512,Q419575
1,Q365617,Q191835
1,Q463474,Q181481
1,Q316692,Q663931
1,Q222096,Q503465
1,Q080998,Q655201
1,Q166693,Q687950
1,Q550417,Q083475
1,Q553796,Q169568
1,Q438879,Q139360
1,Q180060,Q248228
1,Q066137,Q204386
1,Q463368,Q234184
1,Q709988,Q357439
1,Q716785,Q727058
1,Q014732,Q672161
1,Q225959,Q014157
1,Q032861,Q085589
1,Q001568,Q090171
1,Q593100,Q522453
1,Q510025,Q543100
1,Q317831,Q716785
1,Q594025,Q046171
1,Q181113,Q137164
1,Q325475,Q224597
1,Q256517,Q600439
1,Q494179,Q431485
1,Q485486,Q571483
1,Q516784,Q721330
1,Q637524,Q123481
1,Q353321,Q423097
1,Q351544,Q409624
1,Q326873,Q626269
1,Q542572,Q457560
1,Q574532,Q562130
1,Q237234,Q450044
1,Q653366,Q009929
1,Q412136,Q534627
1,Q227003,Q575750
1,Q523120,Q075836
1,Q318940,Q554656
1,Q319169,Q401650
1,Q189249,Q637372
1,Q541297,Q464235
1,Q330659,Q459039
1,Q211077,Q240175
1,Q086168,Q052596
1,Q447501,Q670055
1,Q170807,Q324917
1,Q352131,Q497740
1,Q662331,Q448733
1,Q690808,Q380682
1,Q693228,Q526780
1,Q239832,Q650130
1,Q354605,Q128994
1,Q283556,Q025652
1,Q055218,Q536051
1,Q143964,Q075649
1,Q094964,Q621700
1,Q029458,Q573688
1,Q446896,Q371919
1,Q642548,Q373248
1,Q074715,Q271103
1,Q481188,Q487706
1,Q522453,Q278081
1,Q179216,Q212935
1,Q538106,Q324776
1,Q354646,Q693675
1,Q579485,Q124464
1,Q563771,Q456641
1,Q003311,Q583515
1,Q511438,Q505293
1,Q617904,Q171926
1,Q195417,Q361104
1,Q681749,Q449048
1,Q212744,Q597269
1,Q575508,Q140296
1,Q371879,Q051669
1,Q668340,Q633409
1,Q472760,Q174132
1,Q678685,Q484401
1,Q027432,Q311015
1,Q153665,Q395007
1,Q057088,Q629570
1,Q383910,Q110337
1,Q555938,Q535554
1,Q347256,Q498088
1,Q583282,Q702230
1,Q635661,Q668271
1,Q265983,Q716153
1,Q336995,Q017900
1,Q635661,Q432198
1,Q436014,Q489463
1,Q136579,Q034980
1,Q040701,Q255620
1,Q324776,Q586908
1,Q623157,Q683595
1,Q193331,Q031398
1,Q363291,Q011988
1,Q062727,Q151047
1,Q253264,Q644208
1,Q676064,Q186584
1,Q007733,Q311297
1,Q708147,Q198619
1,Q093448,Q089651
1,Q616016,Q360331
1,Q444658,Q684711
1,Q717142,Q591486
1,Q247025,Q092543
1,Q480408,Q695220
1,Q672670,Q668271
1,Q433884,Q032235
1,Q388951,Q316918
1,Q450044,Q136695
1,Q455503,Q676038
1,Q695765,Q481307
1,Q023771,Q189433
1,Q051685,Q442620
1,Q007641,Q708803
1,Q434560,Q560115
1,Q026923,Q622243
1,Q002763,Q081677
1,Q638800,Q473488
1,Q416941,Q259835
1,Q432874,Q022293
1,Q489328,Q617232
1,Q465376,Q221964
1,Q059169,Q219166
1,Q074582,Q072328
1,Q283217,Q560551
1,Q320163,Q720880
1,Q036391,Q136289
1,Q681032,Q027569
1,Q427244,Q379018
1,Q084035,Q199997
1,Q014710,Q373845
1,Q307406,Q120576
1,Q288690,Q015374
1,Q243775,Q627860
1,Q213512,Q242811
1,Q710049,Q614226
1,Q052072,Q592016
1,Q197890,Q303719
1,Q180060,Q478419
1,Q299546,Q606773
1,Q207184,Q089422
1,Q322620,Q286983
1,Q363854,Q583210
1,Q502223,Q002423
1,Q122888,Q115090
1,Q478671,Q091316
1,Q242407,Q077693
1,Q009959,Q104187
1,Q405490,Q028231
1,Q599844,Q439115
1,Q696599,Q014077
1,Q069462,Q429930
1,Q679755,Q466664
1,Q139612,Q324443
1,Q386560,Q509780
1,Q105461,Q416289
1,Q125890,Q671361
1,Q683939,Q295090
1,Q063713,Q507198
1,Q705252,Q618999
1,Q416281,Q015374
1,Q051165,Q286238
1,Q179811,Q527945
1,Q476522,Q535244
1,Q190451,Q107052
1,Q405693,Q452641
1,Q656955,Q609623
1,Q654127,Q434076
1,Q346122,Q336995
1,Q057069,Q361012
1,Q360992,Q409392
1,Q229144,Q321557
1,Q178988,Q208060
1,Q347626,Q461007
1,Q634156,Q365407
1,Q142496,Q486038
1,Q101860,Q703125
1,Q129731,Q319897
1,Q618119,Q142318
1,Q405322,Q067269
1,Q209666,Q185486
1,Q644673,Q534264
1,Q048561,Q652168
1,Q522114,Q635798
1,Q050155,Q565242
1,Q360841,Q570999
1,Q653240,Q321771
1,Q344450,Q462194
1,Q153382,Q651908
1,Q624597,Q317175
1,Q518660,Q056718
1,Q294708,Q412547
1,Q181522,Q133787
1,Q386040,Q671234
1,Q268255,Q092028
1,Q655882,Q125883
1,Q161912,Q486102
1,Q286632,Q040896
1,Q411983,Q429695
1,Q650453,Q003731
1,Q469287,Q331604
1,Q254126,Q499857
1,Q125883,Q510446
1,Q141955,Q598336
1,Q074308,Q618764
1,Q226801,Q634331
1,Q338871,Q407049
1,Q672863,Q180830
1,Q582178,Q531364
1,Q166337,Q137942
1,Q406892,Q473574
1,Q386560,Q453619
1,Q421876,Q481701
1,Q625099,Q313229
1,Q150486,Q728399
1,Q583826,Q343379
1,Q133754,Q069904
1,Q502748,Q563690
1,Q319266,Q240498
1,Q640200,Q201079
1,Q075649,Q488745
1,Q374896,Q512132
1,Q687494,Q671234
1,Q016099,Q662669
1,Q667981,Q130496
1,Q253380,Q324917
1,Q391969,Q016483
1,Q385147,Q355366
1,Q525164,Q483544
1,Q592822,Q624624
1,Q314986,Q665463
1,Q659659,Q329682
1,Q444987,Q254963
1,Q104760,Q431669
1,Q091316,Q318782
1,Q330183,Q010303
1,Q428338,Q509071
1,Q445606,Q502043
1,Q304432,Q421188
1,Q259835,Q479324
1,Q452202,Q719906
1,Q495881,Q340343
1,Q251943,Q494799
1,Q075723,Q488745
1,Q538495,Q013170
1,Q106802,Q552813
1,Q582523,Q372080
1,Q349913,Q151047
1,Q239429,Q133787
1,Q257681,Q618893
1,Q004355,Q014381
1,Q501132,Q007970
1,Q609341,Q623715
1,Q155850,Q674481
1,Q246560,Q064690
1,Q075723,Q710275
1,Q072829,Q156191
1,Q509140,Q166888
1,Q619146,Q041585
1,Q616518,Q373458
1,Q639967,Q597959
1,Q510912,Q138002
1,Q704181,Q276234
1,Q692868,Q537779
1,Q345245,Q648357
1,Q653199,Q032038
1,Q494416,Q132791
1,Q390744,Q365617
1,Q532929,Q507911
1,Q087792,Q332870
1,Q709464,Q665740
1,Q486926,Q074883
1,Q040466,Q373089
1,Q494560,Q392048
1,Q568541,Q726258
1,Q261819,Q509140
1,Q044633,Q135146
1,Q097109,Q569699
1,Q625087,Q657113
1,Q225276,Q560059
1,Q171337,Q721961
1,Q704181,Q252565
1,Q049706,Q375244
1,Q375775,Q096719
1,Q600280,Q042602
1,Q502467,Q462101
1,Q662217,Q649887
1,Q246433,Q720944
1,Q492945,Q499274
1,Q247865,Q643248
1,Q520681,Q349316
1,Q166693,Q256142
1,Q635073,Q176289
1,Q246433,Q691219
1,Q626851,Q127141
1,Q725335,Q169888
1,Q423163,Q496339
1,Q516692,Q097502
1,Q017764,Q348889
1,Q711267,Q130785
1,Q363291,Q697402
1,Q074526,Q371879
1,Q284047,Q259318
1,Q366457,Q038866
1,Q567158,Q660144
1,Q690553,Q060284
1,Q633047,Q323182
1,Q285783,Q461114
1,Q632342,Q629767
1,Q124159,Q277269
1,Q289070,Q260824
1,Q084907,Q089016
1,Q252263,Q555455
1,Q672532,Q681563
1,Q100089,Q081514
1,Q135690,Q180669
1,Q243286,Q715144
1,Q565051,Q190089
1,Q477247,Q294822
1,Q205928,Q388410
1,Q028823,Q661564
1,Q710357,Q425624
1,Q176355,Q060284
1,Q446317,Q697402
1,Q616843,Q680448
1,Q259659,Q391561
1,Q171923,Q243955
1,Q719518,Q358379
1,Q158612,Q386041
1,Q158228,Q537315
1,Q216802,Q056822
1,Q102292,Q707472
1,Q360562,Q144197
1,Q482357,Q062356
1,Q632400,Q247108
1,Q664795,Q259835
1,Q686679,Q371990
1,Q344984,Q454756
1,Q110423,Q645407
1,Q542655,Q170398
1,Q160505,Q398295
1,Q385904,Q520987
1,Q220289,Q300397
1,Q351366,Q418378
1,Q283556,Q394362
1,Q304201,Q643494
1,Q715496,Q180669
1,Q462796,Q187144
1,Q616200,Q637795
1,Q556257,Q128647
1,Q287173,Q533053
1,Q392078,Q524474
1,Q641990,Q051916
1,Q262576,Q280214
1,Q368249,Q372386
1,Q076671,Q169955
1,Q442888,Q127163
1,Q721527,Q534907
1,Q498518,Q696165
1,Q454993,Q470789
1,Q539035,Q082643
1,Q439813,Q375715
1,Q398979,Q209532
1,Q487231,Q050809
1,Q176966,Q455438
1,Q276612,Q136685
1,Q633047,Q007022
1,Q173612,Q214741
1,Q392618,Q430859
1,Q434695,Q181481
1,Q161765,Q296208
1,Q673942,Q025893
1,Q334306,Q434560
1,Q539438,Q517980
1,Q187405,Q677243
1,Q180172,Q005234
1,Q315482,Q343085
1,Q520681,Q509830
1,Q132385,Q018714
1,Q324917,Q672796
1,Q136663,Q510446
1,Q570900,Q665905
1,Q080752,Q701583
1,Q305794,Q169132
1,Q676038,Q258731
1,Q385265,Q421093
1,Q094964,Q252270
1,Q444177,Q451393
1,Q254527,Q224814
1,Q412660,Q591413
1,Q327305,Q345491
1,Q206241,Q665740
1,Q317196,Q592622
1,Q506264,Q071028
1,Q120743,Q578889
1,Q213512,Q138726
1,Q205928,Q654586
1,Q465458,Q471447
1,Q265463,Q339925
1,Q346879,Q100907
1,Q238765,Q020780
1,Q315446,Q027662
1,Q321441,Q604685
1,Q263180,Q413434
1,Q197627,Q436595
1,Q561044,Q540487
1,Q339303,Q280673
1,Q551828,Q625159
1,Q104969,Q637524
1,Q180060,Q462315
1,Q371359,Q268920
1,Q285656,Q366972
1,Q430202,Q129852
1,Q315446,Q618119
1,Q650051,Q216038
1,Q676038,Q638177
1,Q180933,Q575166
1,Q561138,Q513070
1,Q517079,Q252388
1,Q470333,Q485810
1,Q680448,Q105061
1,Q586908,Q661712
1,Q544989,Q193343
1,Q427199,Q400745
1,Q635459,Q645883
1,Q335873,Q642912
